Latitude,Longitude,Altitude
8.531873696351759,48.22772746839068,690
8.529740792409754,48.22776199815338,730
8.52896181973451,48.22838313028583,760
8.528970415809763,48.22910292147304,800
8.5295770607812,48.22975043709178,855
8.539301329701058,48.229879664509388,855
8.540110744553759,48.22943642322137,805
8.539982722148682,48.22801912479708,765
8.539282421408604,48.22764514985819,735
8.537411693305579,48.22765523825305,700
