Name,Model,Latitude,Longitude,height,diameter,visible
Wisoch-1,vestas-v172.dae,48.29649584562196, 8.520337742276341,199,172,1
Wisoch-2,vestas-v172.dae,48.2957176523517, 8.52848764709733,199,172,1
Wisoch-3,vestas-v172.dae,48.2917779421216, 8.512748895972532,199,172,1
Wisoch-4,vestas-v172.dae,48.29056210413465, 8.52682908332019,199,172,1
Wisoch-5,vestas-v172.dae,48.28663381426306, 8.51977727571946,199,172,1
