Name,Model,Latitude,Longitude,height,diameter,visible,Projekt
WEA-b06?,vestas-v172.dae,48.26735465293141,8.552484489913489,199,172.0,1,Bösingen_Badenova
Wisoch-4,vestas-v172.dae,48.29056210413465,8.52682908332019,199,172.0,1,Beffendorf_Badenova
