Name,Model,Latitude,Longitude,height,diameter,visible,Projekt
WEA-H1,enercon-e-160.dae,48.21028619204986,8.548848776386958,166,160.0,1,Herrenzimmern
WEA-H2,enercon-e-160.dae,48.20892499276193,8.554187570205697,166,160.0,1,Herrenzimmern
WEA-H3,enercon-e-160.dae,48.212554547133365,8.567689811051729,166,160.0,1,Herrenzimmern
