Name,Model,Latitude,Longitude,height,diameter
VRG13-1,vestas-v172.dae,48.29937712452015, 8.463820364938107,175,172
VRG13-2,vestas-v172.dae,48.30269382105539, 8.464401107540585,175,172
VRG13-3,vestas-v172.dae,48.30236404554637, 8.45741803176,175,172
VRG13-4,vestas-v172.dae,48.30875188925148, 8.46687988691652,175,172
VRG13-5,vestas-v172.dae,48.31218102126032, 8.470449329212164,175,172
VRG13-6,vestas-v172.dae,48.31211507857328, 8.459358561890449,175,172
VRG13-7,vestas-v172.dae,48.30813952001463, 8.458678668099159,175,172


